"lemma","lemma_freq","gloss","form","stressed_syll","case","number","short_cluster","full_cluster","noep","ep"
"фракционирование",29,"fractionation","фракциони'рованием",4,"inst","sg","фр","фр",300,0
"фракционность",23,"factionalism","фракцио'нностью",3,"inst","sg","фр","фр",232,0
"франк",2362,"franc","фра'нков",1,"gen","pl","фр","фр",234,5
"франкмасон",26,"freemason","фра`нкмасо'нами",3,"inst","pl","фр","фр",239,0
"франкмасонство",40,"freemasonry","фра`нкмасо'нством",3,"inst","sg","фр","фр",233,0
"франкофил",10,"Francophile","франкофи'лами",3,"inst","pl","фр","фр",11,0
"франт",628,"dandy","фра'нтом",1,"inst","sg","фр","фр",421,1
"франт",628,"dandy","фра'нтами",1,"inst","pl","фр","фр",89,0
"франт",628,"dandy","фра'нта",1,"gen","sg","фр","фр",32,1
"франт",628,"dandy","фра'нтов",1,"gen","pl","фр","фр",68,1
"франтик",45,"dandy","фра'нтиком",1,"inst","sg","фр","фр",131,3
"франтирёр",0,"frantirer","франтирёрами",3,"inst","pl","фр","фр",15,0
"францисканец",69,"Franciscan","франциска'нцем",3,"inst","sg","фр","фр",144,0
"францисканец",69,"Franciscan","франциска'нцами",3,"inst","pl","фр","фр",473,0
"францисканец",69,"Franciscan","франциска'нцев",3,"gen","pl","фр","фр",18,1
"француз",12014,"Frenchman","францу'за",2,"gen","sg","фр","фр",495,0
"французик",105,"Frenchy","францу'зиком",2,"inst","sg","фр","фр",567,1
"французик",105,"Frenchy","францу'зиками",2,"inst","pl","фр","фр",359,1
"французик",105,"Frenchy","францу'зика",2,"gen","sg","фр","фр",17,0
"французик",105,"Frenchy","францу'зиков",2,"gen","pl","фр","фр",17,0
"фрахт",72,"freight","фра'хтом",1,"inst","sg","фр","фр",484,8
"фрахт",72,"freight","фра'хтами",1,"inst","pl","фр","фр",19,0
"фрахт",72,"freight","фра'хта",1,"gen","sg","фр","фр",370,2
"фрахтование",8,"chartering","фрахтова'нием",3,"inst","sg","фр","фр",187,0
"фрахтователь",7,"charterer","фрахтова'телем",3,"inst","sg","фр","фр",816,0
"фрахтователь",7,"charterer","фрахтова'телями",3,"inst","pl","фр","фр",257,0
"фрахтователь",7,"charterer","фрахтова'теля",3,"gen","sg","фр","фр",679,0
"фрахтователь",7,"charterer","фрахтова'телей",3,"gen","pl","фр","фр",13,0
"фрахтовщик",3,"freighter","фрахто'вщиком",2,"inst","sg","фр","фр",133,0
"фрахтовщик",3,"freighter","фрахто'вщиками",2,"inst","pl","фр","фр",24,0
"фрахтовщик",3,"freighter","фрахто'вщика",2,"gen","sg","фр","фр",400,0
"фрачник",18,"frachnik","фра'чником",1,"inst","sg","фр","фр",45,1
"фрачник",18,"frachnik","фра'чниками",1,"inst","pl","фр","фр",18,1
"фрегат",1383,"frigate","фрега'тами",2,"inst","pl","фр","фр",791,2
"фрегат",1383,"frigate","фрега'тов",2,"gen","pl","фр","фр",406,1
"фрезерование",49,"milling","фрезерова'нием",4,"inst","sg","фр","фр",881,3
"фрезерование",49,"milling","фрезерова'ния",4,"gen","sg","фр","фр",64,0
"фрезеровщик",67,"miller","фрезеро'вщиком",3,"inst","sg","фр","фр",291,2
"фрезеровщик",67,"miller","фрезеро'вщиками",3,"inst","pl","фр","фр",196,0
"фрезеровщик",67,"miller","фрезеро'вщика",3,"gen","sg","фр","фр",32,0
"фрезеровщик",67,"miller","фрезеро'вщиков",3,"gen","pl","фр","фр",27,0
"фрейдизм",61,"Freudism","фрейди'змом",2,"inst","sg","фр","фр",929,0
"фрейдизм",61,"Freudism","фрейди'зма",2,"gen","sg","фр","фр",21,0
"фрейдист",30,"Freudian","фрейди'стом",2,"inst","sg","фр","фр",21,0
"фрейдист",30,"Freudian","фрейди'стами",2,"inst","pl","фр","фр",203,0
"френч",555,"jacket","фре'нчами",1,"inst","pl","фр","фр",166,0
"френч",555,"jacket","фре'нча",1,"gen","sg","фр","фр",280,1
"френч",555,"jacket","фре'нчей",1,"gen","pl","фр","фр",24,0
"фривольность",42,"frivolity","фриво'льностью",2,"inst","sg","фр","фр",225,0
"фривольность",42,"frivolity","фриво'льностями",2,"inst","pl","фр","фр",44,0
"фригиец",17,"Phrygian","фриги'йцем",2,"inst","sg","фр","фр",26,0
"фригиец",17,"Phrygian","фриги'йцами",2,"inst","pl","фр","фр",197,0
"фриз",187,"frieze","фри'за",1,"gen","sg","фр","фр",468,6
"фриз",187,"frieze","фри'зов",1,"gen","pl","фр","фр",118,0
"фрикадель",14,"frikadel","фрикаде'лью",3,"inst","sg","фр","фр",13,0
"фрикадель",14,"frikadel","фрикаде'лями",3,"inst","pl","фр","фр",376,0
"фрикативный",13,"fricative","фрикати'вным",3,"inst","sg","фр","фр",660,0
"фрикативный",13,"fricative","фрикати'вными",3,"inst","pl","фр","фр",35,0
"фрикцион",18,"friction clutch","фрикцио'ном",3,"inst","sg","фр","фр",627,1
"фрикцион",18,"friction clutch","фрикцио'нами",3,"inst","pl","фр","фр",550,1
"фрикцион",18,"friction clutch","фрикцио'на",3,"gen","sg","фр","фр",108,0
"фрикцион",18,"friction clutch","фрикцио'нов",3,"gen","pl","фр","фр",100,1
"фритредер",7,"free-trader","фритре'дерами",2,"inst","pl","фр","фр",15,0
"фритредерство",21,"free trade","фритре'дерством",2,"inst","sg","фр","фр",35,0
"фритюр",31,"fried","фритю'ром",2,"inst","sg","фр","фр",203,15
"фритюр",31,"fried","фритю'ра",2,"gen","sg","фр","фр",33,3
"фрондёр",42,"Frondeur","фрондёрами",2,"inst","pl","фр","фр",107,0
"фрондёрство",44,"rebelliousness","фрондёрством",2,"inst","sg","фр","фр",27,0
"фронтиспис",34,"frontispiece","фронтиспи'сом",3,"inst","sg","фр","фр",197,0
"фронтиспис",34,"frontispiece","фронтиспи'са",3,"gen","sg","фр","фр",172,1
"фронтит",2,"sinusitis","фронти'том",2,"inst","sg","фр","фр",281,0
"фронтит",2,"sinusitis","фронти'тами",2,"inst","pl","фр","фр",20,0
"фронтовик",913,"veteran","фронтовико'м",4,"inst","sg","фр","фр",765,0
"фронтовик",913,"veteran","фронтовика'",4,"gen","sg","фр","фр",39,0
"фронтовик",913,"veteran","фронтовико'в",4,"gen","pl","фр","фр",147,3
"фронтон",338,"pediment","фронто'нов",2,"gen","pl","фр","фр",567,0
"фрукт",3081,"fruit","фру'кта",1,"gen","sg","фр","фр",514,7
"фталазол",6,"ftalazol","фталазо'лом",3,"inst","sg","фт","фт",329,6
"фтизиатр",21,"phthisiatrician","фтизиа'тром",3,"inst","sg","фт","фт",658,28
"фтизиатр",21,"phthisiatrician","фтизиа'трами",3,"inst","pl","фт","фт",253,9
"фтизиатр",21,"phthisiatrician","фтизиа'тра",3,"gen","sg","фт","фт",16,0
"фтор",327,"fluorine","фто'ра",1,"gen","sg","фт","фт",35,9
"фторопласт",40,"fluoroplastic","фторопла'стами",3,"inst","pl","фт","фт",45,0
"фторопласт",40,"fluoroplastic","фторопла'ста",3,"gen","sg","фт","фт",131,1
"хваление",25,"praise","хвале'нием",2,"inst","sg","хв","хв",104,2
"хваление",25,"praise","хвале'ниями",2,"inst","pl","хв","хв",15,0
"хваление",25,"praise","хвале'ния",2,"gen","sg","хв","хв",15,0
"хвалитель",21,"hvalitel","хвали'телями",2,"inst","pl","хв","хв",15,0
"хвастливость",53,"boastfulness","хвастли'востью",2,"inst","sg","хв","хв",96,0
"хвастовство",426,"bragging","хвастовства'",3,"gen","sg","хв","хв",161,0
"хвастун",252,"bouncer","хвастуно'м",3,"inst","sg","хв","хв",185,1
"хвастун",252,"bouncer","хвастуна'ми",3,"inst","pl","хв","хв",207,0
"хвастун",252,"bouncer","хвастуна'",3,"gen","sg","хв","хв",12,0
"хвастун",252,"bouncer","хвастуно'в",3,"gen","pl","хв","хв",46,1
"хват",242,"grip","хва'тами",1,"inst","pl","хв","хв",184,0
"хват",242,"grip","хва'та",1,"gen","sg","хв","хв",153,1
"хват",242,"grip","хва'тов",1,"gen","pl","хв","хв",138,1
"хваткость",8,"hvatkost","хва'ткостью",1,"inst","sg","хв","хв",18,0
"хвойник",22,"ephedra","хво'йником",1,"inst","sg","хв","хв",73,0
"хвойник",22,"ephedra","хво'йниками",1,"inst","pl","хв","хв",245,0
"хвойник",22,"ephedra","хво'йников",1,"gen","pl","хв","хв",33,0
"хворость",65,"brushwood","хво'ростью",1,"inst","sg","хв","хв",35,1
"хворость",65,"brushwood","хво'ростями",1,"inst","pl","хв","хв",14,0
"хворь",251,"ail","хво'рями",1,"inst","pl","хв","хв",781,8
"хворь",251,"ail","хво'ри",1,"gen","sg","хв","хв",24,0
"хвостизм",16,"khvostism","хвости'змом",2,"inst","sg","хв","хв",18,0
"хвостик",1097,"tail","хво'стиков",1,"gen","pl","хв","хв",358,1
"хвостист",10,"tail-enders","хвости'стами",2,"inst","pl","хв","хв",26,1
"хвостище",9,"hvostische","хвости'щем",2,"inst","sg","хв","хв",192,0
"хвостище",9,"hvostische","хвости'щами",2,"inst","pl","хв","хв",24,0
"хвостовик",49,"shank","хвостовика'",4,"gen","sg","хв","хв",784,0
"хвостовик",49,"shank","хвостовико'в",4,"gen","pl","хв","хв",37,0
"хвощ",157,"equisetum","хвощо'м",2,"inst","sg","хв","хв",882,0
"хвощ",157,"equisetum","хвоща'ми",2,"inst","pl","хв","хв",159,1
"хвощ",157,"equisetum","хвоща'",2,"gen","sg","хв","хв",19,0
"хлад",89,"refrigerant","хла'дом",1,"inst","sg","хл","хл",186,4
"хлад",89,"refrigerant","хла'да",1,"gen","sg","хл","хл",34,1
"хладагент",27,"coolant","хла`даге'нта",3,"gen","sg","хл","хл",94,0
"хладагент",27,"coolant","хла`даге'нтов",3,"gen","pl","хл","хл",12,0
"хладнокровие",612,"cool","хладнокро'вия",3,"gen","sg","хл","хл",14,0
"хладнокровность",7,"dispassionately","хладнокро'вностью",3,"inst","sg","хл","хл",352,0
"хладноломкость",0,"cold-shortness","хладноло'мкостью",3,"inst","sg","хл","хл",13,0
"хладокомбинат",34,"Khladokombinat","хла`докомбина'том",5,"inst","sg","хл","хл",224,0
"хладокомбинат",34,"Khladokombinat","хла`докомбина'тами",5,"inst","pl","хл","хл",41,0
"хладокомбинат",34,"Khladokombinat","хла`докомбина'та",5,"gen","sg","хл","хл",233,1
"хладокомбинат",34,"Khladokombinat","хла`докомбина'тов",5,"gen","pl","хл","хл",61,0
"хламьё",13,"trash","хламьём",2,"inst","sg","хл","хл",162,0
"хлап",8,"hlap","хла'пом",1,"inst","sg","хл","хл",14,0
"хлап",8,"hlap","хла'пов",1,"gen","pl","хл","хл",12,0
"хлеб",28104,"bread","хлебо'в",2,"gen","pl","хл","хл",268,1
"хлеб",28104,"bread","хле'бов",1,"gen","pl","хл","хл",268,1
"хлебец",487,"small load of bread","хле'бцем",1,"inst","sg","хл","хл",966,0
"хлебец",487,"small load of bread","хле'бца",1,"gen","sg","хл","хл",125,0
"хлебец",487,"small load of bread","хле'бцев",1,"gen","pl","хл","хл",25,0
"хлебник",532,"baker","хле'бником",1,"inst","sg","хл","хл",80,0
"хлебник",532,"baker","хле'бниками",1,"inst","pl","хл","хл",21,0
"хлебник",532,"baker","хле'бников",1,"gen","pl","хл","хл",665,3
"хлёбово",532,"hlebovo","хлёбовом",1,"inst","sg","хл","хл",102,0
"хлёбово",532,"hlebovo","хлёбов",1,"gen","pl","хл","хл",262,1
"хлебодар",20,"baker","хлебода'ром",3,"inst","sg","хл","хл",50,0
"хлебозавод",164,"Bakery","хле`бозаво'дом",4,"inst","sg","хл","хл",675,0
"хлебозавод",164,"Bakery","хле`бозаво'дами",4,"inst","pl","хл","хл",497,0
"хлебозавод",164,"Bakery","хле`бозаво'дов",4,"gen","pl","хл","хл",258,1
"хлебок",8,"hlebok","хлебко'м",2,"inst","sg","хл","хл",13,2
"хлебопашество",310,"husbandry","хлебопа'шеством",3,"inst","sg","хл","хл",344,0
"хлебопашество",310,"husbandry","хлебопа'шества",3,"gen","sg","хл","хл",20,1
"хлебопашец",159,"hlebopashets","хлебопа'шцем",3,"inst","sg","хл","хл",21,0
"хлебопашец",159,"hlebopashets","хлебопа'шцами",3,"inst","pl","хл","хл",70,0
"хлебопашец",159,"hlebopashets","хлебопа'шцев",3,"gen","pl","хл","хл",21,0
"хлебопёк",85,"baker","хлебопёком",3,"inst","sg","хл","хл",122,0
"хлебопёк",85,"baker","хлебопёками",3,"inst","pl","хл","хл",701,0
"хлебопёк",85,"baker","хлебопёков",3,"gen","pl","хл","хл",20,0
"хлебопечение",49,"Bakery","хле`бопече'нием",4,"inst","sg","хл","хл",257,0
"хлебопродукт",29,"Hliboproduct","хле`бопроду'ктами",4,"inst","pl","хл","хл",186,0
"хлеборез",41,"hleborez","хлеборе'зом",3,"inst","sg","хл","хл",151,0
"хлеборез",41,"hleborez","хлеборе'зами",3,"inst","pl","хл","хл",20,0
"хлебороб",169,"grain-grower","хлеборо'бом",3,"inst","sg","хл","хл",88,0
"хлебороб",169,"grain-grower","хлеборо'бами",3,"inst","pl","хл","хл",448,0
"хлебороб",169,"grain-grower","хлеборо'ба",3,"gen","sg","хл","хл",30,0
"хлебороб",169,"grain-grower","хлеборо'бов",3,"gen","pl","хл","хл",27,0
"хлебород",2,"Khleborodov","хлеборо'дов",3,"gen","pl","хл","хл",29,0
"хлебосдатчик",1,"hlebosdatchik","хле`босда'тчиками",3,"inst","pl","хл","хл",36,0
"хлебосол",74,"hospitable person","хлебосо'лов",3,"gen","pl","хл","хл",12,0
"хлебосольство",104,"Hospitality","хлебосо'льством",3,"inst","sg","хл","хл",83,0
"хлеботорговец",27,"hlebotorgovets","хле`боторго'вцами",4,"inst","pl","хл","хл",17,0
"хлебушек",313,"hlebushek","хле'бушками",1,"inst","pl","хл","хл",44,0
"хлебушек",313,"hlebushek","хле'бушка",1,"gen","sg","хл","хл",234,0
"хлебушко",358,"bread","хле'бушек",1,"gen","pl","хл","хл",32,3
"хлёст",28,"Khlestov","хлёстом",1,"inst","sg","хл","хл",765,0
"хлёст",28,"Khlestov","хлёстов",1,"gen","pl","хл","хл",36,0
"хлёсткость",16,"hlestkost","хлёсткостью",1,"inst","sg","хл","хл",31,0
"хлипкость",6,"fragility","хли'пкостью",1,"inst","sg","хл","хл",114,1
"хлоп",557,"pop","хло'пом",1,"inst","sg","хл","хл",187,1
"хлоп",557,"pop","хло'пами",1,"inst","pl","хл","хл",138,0
"хлоп",557,"pop","хло'па",1,"gen","sg","хл","хл",21,0
"хлоп",557,"pop","хло'пов",1,"gen","pl","хл","хл",127,1
"хлопанье",12,"slam","хло'паньями",1,"inst","pl","хл","хл",26,0
"хлопанье",12,"slam","хло'панья",1,"gen","sg","хл","хл",112,0
"хлопец",1318,"boy","хло'пцем",1,"inst","sg","хл","хл",738,0
"хлопец",1318,"boy","хло'пца",1,"gen","sg","хл","хл",55,0
"хлопец",1318,"boy","хло'пцев",1,"gen","pl","хл","хл",87,1
"хлопковод",8,"cotton grower","хлопково'дами",3,"inst","pl","хл","хл",14,0
"хлопководство",51,"cotton growing","хлопково'дством",3,"inst","sg","хл","хл",158,0
"хлопкороб",31,"cotton growers","хлопкоро'бами",3,"inst","pl","хл","хл",167,0
"хлопок",1181,"cotton","хло'пка",1,"gen","sg","хл","хл",950,3
"хлопок",1181,"cotton","хло'пков",1,"gen","pl","хл","хл",253,0
"хлопок",1181,"cotton","хлопка'",2,"gen","sg","хл","хл",950,3
"хлопок",1181,"cotton","хлопко'в",2,"gen","pl","хл","хл",253,0
"хлопотливость",25,"busily","хлопотли'востью",3,"inst","sg","хл","хл",36,0
"хлопотность",1,"troublesome","хло'потностью",1,"inst","sg","хл","хл",27,0
"хлопотун",41,"busybody","хлопотуно'м",4,"inst","sg","хл","хл",11,0
"хлопунец",3,"vetch","хлопунца'ми",3,"inst","pl","хл","хл",20,0
"хлопчатник",171,"cotton","хлопча'тником",2,"inst","sg","хл","хл",329,0
"хлопчатник",171,"cotton","хлопча'тника",2,"gen","sg","хл","хл",203,0
"хлопчик",189,"lad","хло'пчиком",1,"inst","sg","хл","хл",261,0
"хлопчик",189,"lad","хло'пчиками",1,"inst","pl","хл","хл",184,1
"хлопчик",189,"lad","хло'пчика",1,"gen","sg","хл","хл",16,0
"хлор",659,"chlorine","хло'ра",1,"gen","sg","хл","хл",237,99
"хлорал",32,"chloral","хлора'лом",2,"inst","sg","хл","хл",24,0
"хлоралгидрат",26,"chloral hydrate","хлора`лгидра'том",4,"inst","sg","хл","хл",220,0
"хлорамин",10,"chloramine","хло`рами'ном",3,"inst","sg","хл","хл",600,0
"хлорамин",10,"chloramine","хло`рами'нами",3,"inst","pl","хл","хл",176,0
"хлорамин",10,"chloramine","хло`рами'на",3,"gen","sg","хл","хл",18,1
"хлорат",9,"chlorate","хлора'том",2,"inst","sg","хл","хл",263,0
"хлорат",9,"chlorate","хлора'тами",2,"inst","pl","хл","хл",57,0
"хлоратор",0,"chlorinator","хлора'тором",2,"inst","sg","хл","хл",41,0
"хлоратор",0,"chlorinator","хлора'торами",2,"inst","pl","хл","хл",11,0
"хлорацетофенон",0,"hloratsetofenon","хлораце`тофено'ном",6,"inst","sg","хл","хл",42,0
"хлорбензол",9,"chlorobenzene","хло`рбензо'лом",3,"inst","sg","хл","хл",201,0
"хлорвинил",6,"vinyl chloride","хло`рвини'лом",3,"inst","sg","хл","хл",22,0
"хлорид",227,"chloride","хлори'дами",2,"inst","pl","хл","хл",999,1
"хлорид",227,"chloride","хлори'да",2,"gen","sg","хл","хл",109,0
"хлорид",227,"chloride","хлори'дов",2,"gen","pl","хл","хл",12,5
"хлорин",8,"chlorin","хлори'ном",2,"inst","sg","хл","хл",158,0
"хлорирование",48,"chlorination","хлори'рования",2,"gen","sg","хл","хл",82,1
"хлорит",69,"chlorite","хлори'том",2,"inst","sg","хл","хл",259,0
"хлорит",69,"chlorite","хлори'тами",2,"inst","pl","хл","хл",29,0
"хлороз",18,"chlorosis","хлоро'зом",2,"inst","sg","хл","хл",335,0
"хлороз",18,"chlorosis","хлоро'зами",2,"inst","pl","хл","хл",11,0
"хлоропласт",69,"chloroplast","хлоропла'стом",3,"inst","sg","хл","хл",26,0
"хлоропласт",69,"chloroplast","хлоропла'стами",3,"inst","pl","хл","хл",403,0
"хлоропласт",69,"chloroplast","хлоропла'стов",3,"gen","pl","хл","хл",12,0
"хлорофилл",343,"chlorophyll","хлорофи'ллами",3,"inst","pl","хл","хл",104,0
"хлорофилл",343,"chlorophyll","хлорофи'лла",3,"gen","sg","хл","хл",119,0
"хлорофос",18,"trichlorfon","хлорофо'сом",3,"inst","sg","хл","хл",389,0
"хлыст",875,"whip","хлыста'",2,"gen","sg","хл","хл",284,0
"хлыст",875,"whip","хлысто'в",2,"gen","pl","хл","хл",245,2
"хлыстик",72,"whip","хлы'стиком",1,"inst","sg","хл","хл",839,1
"хлыстик",72,"whip","хлы'стиками",1,"inst","pl","хл","хл",202,0
"хлыстик",72,"whip","хлы'стика",1,"gen","sg","хл","хл",60,0
"хлыстик",72,"whip","хлы'стиков",1,"gen","pl","хл","хл",13,1
"хлыстовство",42,"Khlystyism","хлысто'вством",2,"inst","sg","хл","хл",195,0
"хлыщ",128,"dude","хлыщо'м",2,"inst","sg","хл","хл",146,0
"хлыщ",128,"dude","хлыща'ми",2,"inst","pl","хл","хл",36,0
"хлюп",45,"* SLURP","хлю'пом",1,"inst","sg","хл","хл",835,7
"хлюп",45,"* SLURP","хлю'пами",1,"inst","pl","хл","хл",109,0
"хлюпик",60,"namby-pamby","хлю'пиком",1,"inst","sg","хл","хл",232,1
"хлюпик",60,"namby-pamby","хлю'пиками",1,"inst","pl","хл","хл",213,2
"хлюпик",60,"namby-pamby","хлю'пика",1,"gen","sg","хл","хл",18,0
"хлюпик",60,"namby-pamby","хлю'пиков",1,"gen","pl","хл","хл",12,0
"хлюст",77,"smart Alec","хлюсто'м",2,"inst","sg","хл","хл",62,0
"хлюст",77,"smart Alec","хлюсто'в",2,"gen","pl","хл","хл",13,0
"хлябь",141,"abyss","хля'бью",1,"inst","sg","хл","хл",53,0
"хлябь",141,"abyss","хля'бями",1,"inst","pl","хл","хл",115,0
"хлябь",141,"abyss","хля'би",1,"gen","sg","хл","хл",17,0
"хлябь",141,"abyss","хля'бей",1,"gen","pl","хл","хл",22,0
"хлястик",93,"strap","хля'стиками",1,"inst","pl","хл","хл",657,0
"хлястик",93,"strap","хля'стика",1,"gen","sg","хл","хл",26,0
"хмарь",73,"Khmara","хма'рью",1,"inst","sg","хм","хм",87,0
"хмарь",73,"Khmara","хма'ри",1,"gen","sg","хм","хм",144,0
"хмелевод",0,"hmelevod","хмелево'дами",3,"inst","pl","хм","хм",13,0
"хмельник",22,"hop-garden","хме'льником",1,"inst","sg","хм","хм",41,0
"хмельник",22,"hop-garden","хме'льниками",1,"inst","pl","хм","хм",12,0
"хмельник",22,"hop-garden","хме'льника",1,"gen","sg","хм","хм",62,1
"хмельник",22,"hop-garden","хме'льников",1,"gen","pl","хм","хм",28,0
"хмурость",49,"mirk","хму'ростью",1,"inst","sg","хм","хм",141,2
"хмурь",26,"gloomily","хму'рью",1,"inst","sg","хм","хм",22,0
"хмурь",26,"gloomily","хму'ри",1,"gen","sg","хм","хм",186,0
"хмырь",181,"Khmyrov","хмырём",2,"inst","sg","хм","хм",534,23
"хмырь",181,"Khmyrov","хмыря'ми",2,"inst","pl","хм","хм",173,5
"хмырь",181,"Khmyrov","хмыря'",2,"gen","sg","хм","хм",31,1
"хна",224,"henna","хно'ю",1,"inst","sg","хн","хн",31,0
"хна",224,"henna","хны'",1,"gen","sg","хн","хн",112,2
"хна",224,"henna","хне'",1,"gen","pl","хн","хн",20,0
"хныканье",36,"whimper","хны'каньем",1,"inst","sg","хн","хн",589,3
"хныканье",36,"whimper","хны'каньями",1,"inst","pl","хн","хн",14,0
"хныканье",36,"whimper","хны'канья",1,"gen","sg","хн","хн",40,0
"храбрец",405,"brave","храбрецо'м",3,"inst","sg","хр","хр",500,1
"храбрец",405,"brave","храбреца'ми",3,"inst","pl","хр","хр",430,2
"храбрец",405,"brave","храбреца'",3,"gen","sg","хр","хр",24,0
"храбрец",405,"brave","храбрецо'в",3,"gen","pl","хр","хр",23,0
"храбрость",2320,"courage","хра'брости",1,"gen","sg","хр","хр",57,1
"храмовник",17,"Templar","храмо'вником",2,"inst","sg","хр","хр",400,0
"храмовник",17,"Templar","храмо'вниками",2,"inst","pl","хр","хр",562,2
"храмовник",17,"Templar","храмо'вника",2,"gen","sg","хр","хр",34,0
"храмовник",17,"Templar","храмо'вников",2,"gen","pl","хр","хр",31,0
"храмоздательство",7,"hramozdatelstvo","хра`мозда'тельством",3,"inst","sg","хр","хр",11,0
"хранение",4417,"storage","хране'ниями",2,"inst","pl","хр","хр",27,2
"хранение",4417,"storage","хране'ний",2,"gen","pl","хр","хр",72,3
"хранилище",1053,"repository","храни'лищ",2,"gen","pl","хр","хр",570,4
"хранитель",1812,"keeper","храни'теля",2,"gen","sg","хр","хр",635,10
"хранитель",1812,"keeper","храни'телей",2,"gen","pl","хр","хр",336,4
"храп",758,"snoring","хра'пами",1,"inst","pl","хр","хр",59,0
"храп",758,"snoring","хра'па",1,"gen","sg","хр","хр",140,0
"храп",758,"snoring","хра'пов",1,"gen","pl","хр","хр",209,1
"храпение",85,"snort","храпе'нием",2,"inst","sg","хр","хр",166,0
"храповик",23,"ratchet","храповика'ми",4,"inst","pl","хр","хр",261,0
"храповик",23,"ratchet","храповика'",4,"gen","sg","хр","хр",56,0
"храпок",12,"suction basket","храпко'м",2,"inst","sg","хр","хр",18,0
"храпок",12,"suction basket","храпко'в",2,"gen","pl","хр","хр",11,0
"храпун",28,"snorer","храпуно'м",3,"inst","sg","хр","хр",171,0
"храпун",28,"snorer","храпуна'ми",3,"inst","pl","хр","хр",189,0
"храпун",28,"snorer","храпуно'в",3,"gen","pl","хр","хр",95,0
"хризоберилл",16,"chrysoberyl","хризобери'ллом",4,"inst","sg","хр","хр",89,0
"хризоберилл",16,"chrysoberyl","хризобери'ллами",4,"inst","pl","хр","хр",16,0
"хризолит",25,"chrysolite","хризоли'тами",3,"inst","pl","хр","хр",411,0
"хризолит",25,"chrysolite","хризоли'та",3,"gen","sg","хр","хр",12,1
"хризопраз",6,"chrysoprase","хризопра'зом",3,"inst","sg","хр","хр",653,0
"хризопраз",6,"chrysoprase","хризопра'зами",3,"inst","pl","хр","хр",116,0
"хризотил",7,"Chrysotile","хризоти'лом",3,"inst","sg","хр","хр",129,0
"хрипение",115,"rattle","хрипе'нием",2,"inst","sg","хр","хр",458,0
"хрипловатость",1,"hoarsely","хриплова'тостью",3,"inst","sg","хр","хр",13,0
"хриплость",7,"hoarseness","хри'плостью",1,"inst","sg","хр","хр",33,0
"хрипун",70,"Khripun","хрипуно'м",3,"inst","sg","хр","хр",65,0
"хрипун",70,"Khripun","хрипуно'в",3,"gen","pl","хр","хр",172,0
"христианин",6546,"Christian","христиани'на",4,"gen","sg","хр","хр",406,1
"христианство",6208,"Christianity","христиа'нств",3,"gen","pl","хр","хр",20,0
"христопродавец",66,"hristoprodavets","христопрода'вцем",4,"inst","sg","хр","хр",78,0
"христопродавец",66,"hristoprodavets","христопрода'вцами",4,"inst","pl","хр","хр",181,1
"христосик",18,"hristosik","христо'сиком",2,"inst","sg","хр","хр",15,0
"христосик",18,"hristosik","христо'сиками",2,"inst","pl","хр","хр",11,0
"христосование",44,"Easter greetings","христо'сованием",2,"inst","sg","хр","хр",25,0
"хром",424,"chrome","хро'мами",1,"inst","pl","хр","хр",83,0
"хромат",2,"chromate","хрома'том",2,"inst","sg","хр","хр",269,0
"хромат",2,"chromate","хрома'тами",2,"inst","pl","хр","хр",141,0
"хромат",2,"chromate","хрома'тов",2,"gen","pl","хр","хр",147,0
"хроматизм",14,"chromatism","хромати'змом",3,"inst","sg","хр","хр",109,0
"хроматизм",14,"chromatism","хромати'змами",3,"inst","pl","хр","хр",171,0
"хроматин",64,"chromatin","хромати'ном",3,"inst","sg","хр","хр",636,0
"хроматин",64,"chromatin","хромати'на",3,"gen","sg","хр","хр",10,1
"хроматолиз",3,"chromatolysis","хромато'лизом",3,"inst","sg","хр","хр",17,0
"хромец",21,"hromets","хромцо'м",2,"inst","sg","хр","хр",177,1
"хромец",21,"hromets","хромцо'в",2,"gen","pl","хр","хр",20,1
"хромирование",5,"chromium-plating","хроми'рования",2,"gen","sg","хр","хр",12,0
"хромит",21,"chromite","хроми'том",2,"inst","sg","хр","хр",313,0
"хромит",21,"chromite","хроми'тами",2,"inst","pl","хр","хр",57,1
"хромоген",12,"chromogen","хромоге'ном",3,"inst","sg","хр","хр",228,0
"хромой",1850,"lame","хромы'ми",2,"inst","pl","хр","хр",545,0
"хромой",1850,"lame","хромо'го",2,"gen","sg","хр","хр",191,0
"хромой",1850,"lame","хромы'х",2,"gen","pl","хр","хр",146,0
"хромопласт",4,"hromoplast","хромопла'стами",3,"inst","pl","хр","хр",17,0
"хромофор",33,"chromophore","хромофо'ром",3,"inst","sg","хр","хр",158,0
"хромофор",33,"chromophore","хромофо'рами",3,"inst","pl","хр","хр",61,0
"хромпик",12,"potassium bichromate","хро'мпиком",1,"inst","sg","хр","хр",339,0
"хромпик",12,"potassium bichromate","хро'мпика",1,"gen","sg","хр","хр",17,0
"хроник",1823,"chronicles","хро'ником",1,"inst","sg","хр","хр",169,0
"хроник",1823,"chronicles","хро'ника",1,"gen","sg","хр","хр",901,8
"хроник",1823,"chronicles","хро'ников",1,"gen","pl","хр","хр",84,0
"хроникёр",110,"chronicler","хроникёром",3,"inst","sg","хр","хр",88,0
"хроникёр",110,"chronicler","хроникёрами",3,"inst","pl","хр","хр",33,0
